Player,Nation,Squad,Comp,Age,FW,MF,DF,GK,Nation_enc,Squad_enc,Comp_enc
Bruno Guimarães,BRA,Newcastle Utd,Premier League,27.0,0,1,0,0,12,64,2
Carlos Guirao,ESP,Betis,La Liga,21.0,0,1,0,0,33,11,0
Bahereba Guirassy,FRA,Nantes,Ligue 1,18.0,1,1,0,0,36,62,1
Serhou Guirassy,GUI,Dortmund,de Bundesliga,28.0,1,0,0,0,46,23,4
Marc Guiu,ESP,Chelsea,Premier League,19.0,1,0,0,0,33,20,2
Péter Gulácsi,HUN,RB Leipzig,de Bundesliga,34.0,0,0,0,1,48,70,4
Arda Güler,TUR,Real Madrid,La Liga,20.0,1,1,0,0,101,72,0
Gerard Gumbau,ESP,Rayo Vallecano,La Liga,30.0,0,1,0,0,33,71,0
Robert Gumny,POL,Augsburg,de Bundesliga,26.0,0,0,1,0,85,7,4
İlkay Gündoğan,GER,Manchester City,Premier League,34.0,0,1,0,0,40,55,2
Christian Günter,GER,Freiburg,de Bundesliga,32.0,0,0,1,0,40,29,4
Jon Guridi,ESP,Alavés,La Liga,30.0,1,1,0,0,33,0,0
Gorka Guruzeta,ESP,Athletic Club,La Liga,28.0,1,0,0,0,33,5,0
Malo Gusto,FRA,Chelsea,Premier League,21.0,0,0,1,0,36,20,2
Miguel Gutiérrez,ESP,Girona,La Liga,23.0,0,1,1,0,33,33,0
Albert Guðmundsson,ISL,Fiorentina,Serie A,27.0,1,1,0,0,53,28,3
Joško Gvardiol,CRO,Manchester City,Premier League,23.0,0,0,1,0,23,55,2
Emmanuel Gyasi,GHA,Empoli,Serie A,31.0,1,0,1,0,41,25,3
Christian Gytkjær,DEN,Venezia,Serie A,34.0,1,0,0,0,27,90,3
Erling Haaland,NOR,Manchester City,Premier League,24.0,1,0,0,0,79,55,2
Nicolas Haas,SUI,Empoli,Serie A,29.0,0,1,0,0,94,25,3
Janik Haberer,GER,Union Berlin,de Bundesliga,30.0,0,1,1,0,40,87,4
Robin Hack,GER,Gladbach,de Bundesliga,26.0,1,0,0,0,40,34,4
Saad El Haddad,MAR,Venezia,Serie A,19.0,0,1,0,0,67,90,3
Munir El Haddadi,MAR,Leganés,La Liga,29.0,1,1,0,0,67,46,0
Amadou Haidara,MLI,RB Leipzig,de Bundesliga,27.0,0,1,0,0,70,70,4
Massadio Haïdara,MLI,Brest,Ligue 1,32.0,0,0,1,0,70,16,1
Antoine Hainaut,FRA,Parma,Serie A,23.0,0,1,1,0,36,69,3
Mohamed Haj,TUN,Parma,Serie A,19.0,0,1,0,0,100,69,3
Achraf Hakimi,MAR,Paris S-G,Ligue 1,26.0,0,0,1,0,67,68,1
Lewis Hall,ENG,Newcastle Utd,Premier League,20.0,0,0,1,0,31,64,2
Sébastien Haller,CIV,Leganés,La Liga,30.0,1,0,0,0,16,46,0
Ali Al Hamadi,IRQ,Ipswich Town,Premier League,23.0,1,0,0,0,52,40,2
Andreas Hanche-Olsen,NOR,Mainz 05,de Bundesliga,28.0,0,0,1,0,79,53,4
Florent Hanin,ALG,Angers,Ligue 1,35.0,0,0,1,0,1,1,1
Ridgeciano Haps,SUR,Venezia,Serie A,31.0,0,0,1,0,95,90,3
Amine Harit,MAR,Marseille,Ligue 1,27.0,0,1,0,0,67,57,1
Marcus Harness,ENG,Ipswich Town,Premier League,29.0,0,1,0,0,31,40,2
Phil Harres,GER,Holstein Kiel,de Bundesliga,22.0,1,0,0,0,40,38,4
Jack Harrison,ENG,Everton,Premier League,28.0,1,0,0,0,31,27,2
Abdou Harroui,NED,Hellas Verona,Serie A,27.0,1,1,0,0,76,36,3
Taylor Harwood-Bellis,ENG,Southampton,Premier League,23.0,0,0,1,0,31,79,2
Hans Hateboer,NED,Rennes,Ligue 1,31.0,0,0,1,0,76,75,1
Kjetil Haug,NOR,Toulouse,Ligue 1,26.0,0,0,0,1,79,85,1
Kai Havertz,GER,Arsenal,Premier League,25.0,1,1,0,0,40,2,2
Ayden Heaven,ENG,Manchester Utd,Premier League,18.0,0,0,1,0,31,56,2
Jan Paul van Hecke,NED,Brighton,Premier League,24.0,0,0,1,0,76,17,2
Hwang Hee-chan,KOR,Wolves,Premier League,29.0,1,1,0,0,60,95,2
Dean Henderson,ENG,Crystal Palace,Premier League,27.0,0,0,0,1,31,22,2
Liam Henderson,SCO,Empoli,Serie A,28.0,0,1,0,0,90,25,3
Ramon Hendriks,NED,Stuttgart,de Bundesliga,23.0,0,0,1,0,76,82,4
Paul Hennrich,GER,Hoffenheim,de Bundesliga,20.0,0,1,0,0,40,37,4
Benjamin Henrichs,GER,RB Leipzig,de Bundesliga,28.0,0,0,1,0,40,70,4
Luis Henrique,BRA,Marseille,Ligue 1,23.0,1,0,1,0,12,57,1
Rico Henry,ENG,Brentford,Premier League,27.0,0,0,1,0,31,15,2
Mads Hermansen,DEN,Leicester City,Premier League,24.0,0,0,0,1,27,47,2
Mario Hermoso,ESP,Leverkusen,de Bundesliga,29.0,0,0,1,0,33,49,4
Javi Hernández,ESP,Leganés,La Liga,26.0,0,0,1,0,33,46,0
Aridane Hernández,ESP,Rayo Vallecano,La Liga,35.0,0,0,1,0,33,71,0
Lucas Hernández,FRA,Paris S-G,Ligue 1,29.0,0,0,1,0,36,68,1
Theo Hernández,FRA,Milan,Serie A,27.0,0,0,1,0,36,58,3
Hernani,BRA,Parma,Serie A,30.0,0,1,0,0,12,69,3
Jorge Herrando,ESP,Osasuna,La Liga,24.0,0,0,1,0,33,67,0
Ander Herrera,ESP,Athletic Club,La Liga,35.0,0,1,0,0,33,5,0
Sergio Herrera,ESP,Osasuna,La Liga,31.0,0,0,0,1,33,67,0
Yangel Herrera,VEN,Girona,La Liga,27.0,0,1,0,0,106,33,0
Juan Herzog,ESP,Las Palmas,La Liga,21.0,0,0,1,0,33,42,0
Son Heung-min,KOR,Tottenham,Premier League,32.0,1,0,0,0,60,84,2
Isak Hien,SWE,Atalanta,Serie A,26.0,0,0,1,0,98,4,3
Omar El Hilali,MAR,Espanyol,La Liga,21.0,0,0,1,0,67,26,0
James Hill,ENG,Bournemouth,Premier League,23.0,0,0,1,0,31,14,2
Piero Hincapié,ECU,Leverkusen,de Bundesliga,23.0,0,0,1,0,29,49,4
Jack Hinshelwood,ENG,Brighton,Premier League,19.0,0,1,1,0,31,17,2
George Hirst,ENG,Ipswich Town,Premier League,26.0,1,0,0,0,31,40,2
Adam Hložek,CZE,Hoffenheim,de Bundesliga,22.0,1,1,0,0,26,37,4
Ki-Jana Hoever,NED,Auxerre,Ligue 1,23.0,0,0,1,0,76,8,1
Nicolas Höfler,GER,Freiburg,de Bundesliga,35.0,0,1,0,0,40,29,4
Jonas Hofmann,GER,Leverkusen,de Bundesliga,32.0,0,1,1,0,40,49,4
Philipp Hofmann,GER,Bochum,de Bundesliga,31.0,1,0,0,0,40,12,4
Lucas Höler,GER,Freiburg,de Bundesliga,30.0,1,1,0,0,40,29,4
Mason Holgate,ENG,Everton,Premier League,28.0,1,0,1,0,31,27,2
Benedict Hollerbach,GER,Union Berlin,de Bundesliga,23.0,1,1,0,0,40,87,4
Emil Holm,SWE,Bologna,Serie A,24.0,0,0,1,0,98,13,3
Lewis Holtby,GER,Holstein Kiel,de Bundesliga,34.0,0,1,0,0,40,38,4
Gerrit Holtmann,PHI,Bochum,de Bundesliga,29.0,1,0,1,0,84,12,4
Franck Honorat,FRA,Gladbach,de Bundesliga,28.0,1,0,0,0,36,34,4
Mathias Honsak,AUT,Heidenheim,de Bundesliga,28.0,1,0,1,0,6,35,4
Dinko Horkaš,CRO,Las Palmas,La Liga,26.0,0,0,0,1,23,42,0
Timo Horn,GER,Bochum,de Bundesliga,31.0,0,0,0,1,40,12,4
Cédric Hountondji,BEN,Angers,Ligue 1,31.0,0,0,1,0,9,1,1
Ilyes Housni,FRA,Le Havre,Ligue 1,19.0,1,1,0,0,36,44,1
Lukáš Hrádecký,FIN,Leverkusen,de Bundesliga,35.0,0,0,0,1,35,49,4
Robin Hranáč,CZE,Hoffenheim,de Bundesliga,25.0,0,0,1,0,26,37,4
Callum Hudson-Odoi,ENG,Nott'ham Forest,Premier League,24.0,1,1,0,0,31,66,2
Will Hughes,ENG,Crystal Palace,Premier League,29.0,0,1,0,0,31,22,2
Dean Huijsen,ESP,Bournemouth,Premier League,19.0,0,0,1,0,33,14,2
Mats Hummels,GER,Roma,Serie A,36.0,0,0,1,0,40,76,3
Omari Hutchinson,ENG,Ipswich Town,Premier League,21.0,1,1,0,0,31,40,2
Elseid Hysaj,ALB,Lazio,Serie A,31.0,0,0,1,0,0,43,3
Hong Hyunseok,KOR,Mainz 05,de Bundesliga,25.0,0,1,0,0,60,53,4
Pierre Højbjerg,DEN,Marseille,Ligue 1,29.0,0,1,0,0,27,57,1
Oscar Højlund,DEN,Eint Frankfurt,de Bundesliga,20.0,0,1,0,0,27,24,4
Rasmus Højlund,DEN,Manchester Utd,Premier League,22.0,1,0,0,0,27,56,2
Pablo Ibáñez,ESP,Osasuna,La Liga,26.0,0,1,0,0,33,67,0
Hafiz Ibrahim,NGA,Reims,Ligue 1,19.0,1,0,0,0,77,74,1
Arijon Ibrahimović,GER,Bayern Munich,de Bundesliga,19.0,1,0,0,0,40,10,4
Stanis Idumbo,BEL,Sevilla,La Liga,19.0,1,1,0,0,8,78,0
Jay Idzes,IDN,Venezia,Serie A,24.0,0,0,1,0,49,90,3
Iglesias,ESP,Getafe,La Liga,26.0,0,0,1,0,33,32,0
Borja Iglesias,ESP,Celta Vigo,La Liga,32.0,1,0,0,0,33,19,0
Igor,BRA,Brighton,Premier League,27.0,0,0,1,0,12,17,2
Kelechi Iheanacho,NGA,Sevilla,La Liga,28.0,1,0,0,0,77,78,0
Jonathan Ikone,FRA,Fiorentina,Serie A,26.0,1,1,0,0,36,28,3
George Ilenikhena,FRA,Monaco,Ligue 1,18.0,1,0,0,0,36,59,1
Andrej Ilic,SRB,Union Berlin,de Bundesliga,24.0,1,0,0,0,93,87,4
Ivan Ilić,SRB,Torino,Serie A,23.0,0,1,0,0,93,83,3
Rareş Ilie,ROU,Nice,Ligue 1,21.0,0,1,0,0,88,65,1
Samuel Iling-Junior,ENG,Bologna,Serie A,21.0,1,1,0,0,31,13,3
Danny Ings,ENG,West Ham,Premier League,32.0,1,1,0,0,31,93,2
Alessio Iovine,ITA,Como,Serie A,34.0,1,0,1,0,55,21,3
Tim Iroegbunam,ENG,Everton,Premier League,21.0,0,1,0,0,31,27,2
Jackson Irvine,AUS,St. Pauli,de Bundesliga,32.0,0,1,0,0,5,80,4
Andy Irving,SCO,West Ham,Premier League,24.0,0,1,0,0,90,93,2
Alexander Isak,SWE,Newcastle Utd,Premier League,25.0,1,0,0,0,98,64,2
Gustav Isaksen,DEN,Lazio,Serie A,23.0,1,0,0,0,27,43,3
Isco,ESP,Betis,La Liga,32.0,0,1,0,0,33,11,0
Ismaily,BRA,Lille,Ligue 1,35.0,0,0,1,0,12,50,1
Ardian Ismajli,ALB,Empoli,Serie A,28.0,0,0,1,0,0,25,3
Yanis Issoufou,FRA,Montpellier,Ligue 1,18.0,1,1,0,0,36,60,1
Ko Itakura,JPN,Gladbach,de Bundesliga,28.0,0,0,1,0,58,34,4
Hiroki Ito,JPN,Bayern Munich,de Bundesliga,25.0,0,0,1,0,58,10,4
Junya Ito,JPN,Reims,Ligue 1,32.0,1,0,0,0,58,74,1
Marko Ivezić,SRB,Holstein Kiel,de Bundesliga,23.0,0,0,1,0,93,38,4
Alex Iwobi,NGA,Fulham,Premier League,28.0,1,1,0,0,77,30,2
Armando Izzo,ITA,Monza,Serie A,33.0,0,0,1,0,55,61,3
Fellipe Jack,BRA,Como,Serie A,19.0,0,0,1,0,12,21,3
Nicolas Jackson,SEN,Chelsea,Premier League,23.0,1,0,0,0,91,20,2
Jérémy Jacquet,FRA,Rennes,Ligue 1,19.0,0,0,1,0,36,75,1
Lee Jae-sung,KOR,Mainz 05,de Bundesliga,32.0,0,1,0,0,60,53,4
Ivan Jaime Pajuelo,ESP,Valencia,La Liga,24.0,0,1,0,0,33,88,0
Kristijan Jakić,CRO,Augsburg,de Bundesliga,27.0,0,1,0,0,23,7,4
Karl Jakob Hein,EST,Valladolid,La Liga,22.0,0,0,0,1,34,89,0
Ismail Jakobs,SEN,Monaco,Ligue 1,25.0,0,0,1,0,91,59,1
Jordan James,WAL,Rennes,Ligue 1,20.0,0,1,0,0,107,75,1
Reece James,ENG,Chelsea,Premier League,25.0,0,1,1,0,31,20,2
Vitaly Janelt,GER,Brentford,Premier League,26.0,0,1,0,0,40,15,2
Adnan Januzaj,BEL,Las Palmas,La Liga,30.0,1,1,0,0,8,42,0
Vitezslav Jaros,CZE,Liverpool,Premier League,23.0,0,0,0,1,26,51,2
Ali Jasim,IRQ,Como,Serie A,21.0,1,0,1,0,52,21,3
Mikel Jauregizar,ESP,Athletic Club,La Liga,21.0,0,1,0,0,33,5,0
Dominik Javorček,SVK,Holstein Kiel,de Bundesliga,22.0,0,1,1,0,96,38,4
Gaby Jean,FRA,Lecce,Serie A,25.0,0,0,1,0,36,45,3
Daniel Jebbison,ENG,Bournemouth,Premier League,21.0,1,0,0,0,31,14,2
Finn Jeltsch,GER,Stuttgart,de Bundesliga,18.0,0,0,1,0,40,82,4
Malcolm Jeng,SWE,Reims,Ligue 1,20.0,0,0,1,0,98,74,1
Fredrik Jensen,FIN,Augsburg,de Bundesliga,27.0,0,1,0,0,35,7,4
Mathias Jensen,DEN,Brentford,Premier League,29.0,0,1,0,0,27,15,2
Moritz Jenz,GER,Mainz 05,de Bundesliga,25.0,0,0,1,0,40,53,4
Gabriel Jesus,BRA,Arsenal,Premier League,27.0,1,0,0,0,12,2,2
Juan Jesus,BRA,Napoli,Serie A,33.0,0,0,1,0,12,63,3
Alejandro Jiménez,ESP,Milan,Serie A,19.0,1,0,1,0,33,58,3
Raúl Jiménez,MEX,Fulham,Premier League,33.0,1,0,0,0,68,30,2
Kim Jisoo,KOR,Brentford,Premier League,20.0,0,0,1,0,60,15,2
João Pedro,BRA,Brighton,Premier League,23.0,1,1,0,0,12,17,2
John Joe,IRL,Reims,Ligue 1,21.0,0,1,0,0,50,74,1
Joelinton,BRA,Newcastle Utd,Premier League,28.0,1,1,0,0,12,64,2
Jofre,ESP,Espanyol,La Liga,23.0,1,1,0,0,33,26,0
Þórir Jóhann Helgason,ISL,Lecce,Serie A,24.0,0,1,0,0,53,45,3
Carl Johansson,SWE,Holstein Kiel,de Bundesliga,30.0,0,0,1,0,98,38,4
Ben Johnson,ENG,Ipswich Town,Premier League,25.0,1,0,1,0,31,40,2
Brennan Johnson,WAL,Tottenham,Premier League,23.0,1,0,0,0,107,84,2
Karl-Johan Johnsson,SWE,Strasbourg,Ligue 1,35.0,0,0,0,1,98,81,1
Sam Johnstone,ENG,Wolves,Premier League,31.0,0,0,0,1,31,95,2
Paul Joly,FRA,Auxerre,Ligue 1,24.0,0,0,1,0,36,8,1
Curtis Jones,ENG,Liverpool,Premier League,24.0,1,1,0,0,31,51,2
Frenkie de Jong,NED,Barcelona,La Liga,27.0,0,1,0,0,76,9,0
Joan Jordán,ESP,Alavés,La Liga,30.0,0,1,0,0,33,0,0
Jorginho,ITA,Arsenal,Premier League,33.0,0,1,0,0,55,2,2
Jesse Joronen,FIN,Venezia,Serie A,31.0,0,0,0,1,35,90,3
Jota,POR,Rennes,Ligue 1,25.0,1,1,0,0,86,75,1
Diogo Jota,POR,Liverpool,Premier League,28.0,1,0,0,0,86,51,2
Antoine Joujou,FRA,Le Havre,Ligue 1,21.0,1,1,0,0,36,44,1
Luka Jović,SRB,Milan,Serie A,27.0,1,0,0,0,93,58,3
Juanmi,ESP,Betis,La Liga,31.0,1,1,0,0,33,11,0
Juanpe,ESP,Girona,La Liga,33.0,0,0,1,0,33,33,0
Jubal,BRA,Auxerre,Ligue 1,31.0,0,0,1,0,12,8,1
Anthony Jung,GER,Werder Bremen,de Bundesliga,33.0,0,0,1,0,40,92,4
Luiz Lúcio Reis Júnior,BRA,Villarreal,La Liga,24.0,0,0,0,1,12,91,0
Hamed Junior Traorè,CIV,Auxerre,Ligue 1,25.0,0,1,0,0,16,8,1
Vinicius Júnior,BRA,Real Madrid,La Liga,24.0,1,0,0,0,12,72,0
Josip Juranović,CRO,Union Berlin,de Bundesliga,29.0,0,1,1,0,23,87,4
David Jurásek,CZE,Hoffenheim,de Bundesliga,24.0,0,0,1,0,26,37,4
Stanko Jurić,CRO,Valladolid,La Liga,28.0,0,1,0,0,23,89,0
James Justin,ENG,Leicester City,Premier League,27.0,0,0,1,0,31,47,2
Filip Jørgensen,DEN,Chelsea,Premier League,22.0,0,0,0,1,27,20,2
Mohamed Kaba,FRA,Lecce,Serie A,23.0,0,1,0,0,36,45,3
Yusuf Kabadayı,GER,Augsburg,de Bundesliga,21.0,1,1,0,0,40,7,4
Almugera Kabar,GER,Dortmund,de Bundesliga,18.0,0,0,1,0,40,23,4
Christian Kabasele,BEL,Udinese,Serie A,34.0,0,0,1,0,8,86,3
Issa Kaboré,BFA,Werder Bremen,de Bundesliga,23.0,1,0,1,0,10,92,4
Yaya Kader Fofana,MLI,Reims,Ligue 1,20.0,1,1,0,0,70,74,1
Pavel Kadeřábek,CZE,Hoffenheim,de Bundesliga,32.0,0,0,1,0,26,37,4
Tino Kadewere,ZIM,Nantes,Ligue 1,29.0,1,1,0,0,109,62,1
Ferdi Kadioglu,TUR,Brighton,Premier League,25.0,0,1,1,0,101,17,2
Arnaud Kalimuendo,FRA,Rennes,Ligue 1,23.0,1,0,0,0,36,75,1
Pierre Kalulu,FRA,Juventus,Serie A,24.0,0,0,1,0,36,41,3
Justin-Noël Kalumba,FRA,Angers,Ligue 1,20.0,1,1,0,0,36,1,1
Daichi Kamada,JPN,Crystal Palace,Premier League,28.0,0,1,0,0,58,22,2
Waren Kamanzi,NOR,Toulouse,Ligue 1,24.0,0,1,1,0,79,85,1
Boubacar Kamara,FRA,Aston Villa,Premier League,25.0,0,1,0,0,36,3,2
Glen Kamara,FIN,Rennes,Ligue 1,29.0,0,1,0,0,35,75,1
Hassane Kamara,CIV,Udinese,Serie A,31.0,0,0,1,0,16,86,3
Willy Kambwala,FRA,Villarreal,La Liga,20.0,0,0,1,0,36,91,0
Jakub Kamiński,POL,Wolfsburg,de Bundesliga,22.0,0,1,1,0,85,94,4
Kevin Kampl,SVN,RB Leipzig,de Bundesliga,34.0,0,1,0,0,97,70,4
Nordine Kandil,FRA,Strasbourg,Ligue 1,23.0,0,1,0,0,36,81,1
Harry Kane,ENG,Bayern Munich,de Bundesliga,31.0,1,0,0,0,31,10,4
Lee Kang-in,KOR,Paris S-G,Ligue 1,24.0,1,1,0,0,60,68,1
Yann Karamoh,FRA,Torino,Serie A,26.0,1,1,0,0,36,83,3
Atakan Karazor,,Stuttgart,de Bundesliga,28.0,0,1,0,0,110,82,4
Jesper Karlsson,SWE,Lecce,Serie A,26.0,1,0,0,0,98,45,3
Jesper Karlström,SWE,Udinese,Serie A,29.0,0,1,0,0,98,86,3
Lior Kasa,ISR,Genoa,Serie A,19.0,1,1,0,0,54,31,3
Grigoris Kastanos,CYP,Hellas Verona,Serie A,27.0,1,1,0,0,25,36,3
Mikkel Kaufmann,DEN,Heidenheim,de Bundesliga,24.0,1,0,0,0,27,35,4
Michael Kayode,ITA,Fiorentina,Serie A,20.0,1,0,1,0,55,28,3
Moise Kean,ITA,Fiorentina,Serie A,25.0,1,0,0,0,55,28,3
Michael Keane,ENG,Everton,Premier League,32.0,0,0,1,0,31,27,2
Yassine Kechta,MAR,Le Havre,Ligue 1,23.0,1,1,0,0,67,44,1
Thilo Kehrer,GER,Monaco,Ligue 1,28.0,0,0,1,0,40,59,1
Abdoulaye Keita,ESP,Getafe,La Liga,22.0,1,1,0,0,33,32,0
Mandela Keita,BEL,Parma,Serie A,22.0,0,1,0,0,8,69,3
Yannik Keitel,GER,Stuttgart,de Bundesliga,25.0,0,1,0,0,40,82,4
Andu Kelati,GER,Holstein Kiel,de Bundesliga,22.0,0,1,1,0,40,38,4
Caoimhín Kelleher,IRL,Liverpool,Premier League,26.0,0,0,0,1,50,51,2
Thomas Keller,GER,Heidenheim,de Bundesliga,25.0,0,1,1,0,40,35,4
Lloyd Kelly,ENG,Juventus,Serie A,26.0,0,0,1,0,31,41,3
Aljoscha Kemlein,GER,Union Berlin,de Bundesliga,20.0,0,1,0,0,40,87,4
Marc-Oliver Kempf,GER,Como,Serie A,30.0,0,0,1,0,40,21,3
Kenedy,BRA,Valladolid,La Liga,29.0,1,1,0,0,12,89,0
Luca Kerber,GER,Heidenheim,de Bundesliga,23.0,0,1,0,0,40,35,4
Milos Kerkez,HUN,Bournemouth,Premier League,21.0,0,0,1,0,48,14,2
Reda Khadra,GER,Reims,Ligue 1,23.0,1,1,0,0,40,74,1
Bilal El Khannouss,MAR,Leicester City,Premier League,20.0,0,1,0,0,67,47,2
Wahbi Khazri,TUN,Montpellier,Ligue 1,34.0,1,1,0,0,100,60,1
Rani Khedira,GER,Union Berlin,de Bundesliga,31.0,0,1,0,0,40,87,4
Abdukodir Khusanov,UZB,Lens,Ligue 1,21.0,0,0,1,0,105,48,1
Kialonda,ANG,Lecce,Serie A,27.0,0,0,1,0,2,45,3
Kiké,ESP,Alavés,La Liga,35.0,1,0,0,0,33,0,0
Max Kilman,ENG,West Ham,Premier League,27.0,0,0,1,0,31,93,2
Joshua Kimmich,GER,Bayern Munich,de Bundesliga,30.0,0,1,0,0,40,10,4
Joshua King,NOR,Toulouse,Ligue 1,33.0,1,1,0,0,79,85,1
Antonín Kinský,CZE,Tottenham,Premier League,21.0,0,0,0,1,26,84,2
Cédric Kipré,CIV,Reims,Ligue 1,28.0,0,0,1,0,16,74,1
Jakub Kiwior,POL,Arsenal,Premier League,25.0,0,0,1,0,85,2,2
Tim Kleindienst,GER,Gladbach,de Bundesliga,29.0,1,0,0,0,40,34,4
Lukas Klostermann,GER,RB Leipzig,de Bundesliga,28.0,0,0,1,0,40,70,4
Justin Kluivert,NED,Bournemouth,Premier League,25.0,1,1,0,0,76,14,2
Ansgar Knauff,GER,Eint Frankfurt,de Bundesliga,23.0,0,1,1,0,40,24,4
Magnus Knudsen,NOR,Holstein Kiel,de Bundesliga,23.0,0,1,0,0,79,38,4
Gregor Kobel,SUI,Dortmund,de Bundesliga,27.0,0,0,0,1,94,23,4
Robin Koch,GER,Eint Frankfurt,de Bundesliga,28.0,0,0,1,0,40,24,4
Hervé Koffi,BFA,Lens,Ligue 1,28.0,0,0,0,1,10,48,1
Magnus Kofod Andersen,DEN,Venezia,Serie A,25.0,0,1,0,0,27,90,3
Derrick Köhn,GER,Werder Bremen,de Bundesliga,26.0,1,0,1,0,40,92,4
Philipp Köhn,SUI,Monaco,Ligue 1,26.0,0,0,0,1,94,59,1
Dominik Kohr,GER,Mainz 05,de Bundesliga,31.0,0,1,1,0,40,53,4
Koka,EGY,Le Havre,Ligue 1,32.0,1,0,0,0,30,44,1
Koke,ESP,Atlético Madrid,La Liga,33.0,0,1,0,0,33,6,0
Sead Kolašinac,BIH,Atalanta,Serie A,31.0,0,0,1,0,11,4,3
Randal Kolo Muani,FRA,Paris S-G,Ligue 1,26.0,1,0,0,0,36,68,1
Marco Komenda,CRO,Holstein Kiel,de Bundesliga,28.0,0,0,1,0,23,38,4
Mert Kömür,GER,Augsburg,de Bundesliga,19.0,0,1,0,0,40,7,4
Ibrahima Konaté,FRA,Liverpool,Premier League,25.0,0,0,1,0,36,51,2
Ismael Konate,CIV,Empoli,Serie A,18.0,1,1,0,0,16,25,3
Geoffrey Kondogbia,CTA,Marseille,Ligue 1,32.0,0,1,1,0,24,57,1
Abdoul Koné,FRA,Reims,Ligue 1,19.0,0,0,1,0,36,74,1
Amadou Koné,MLI,Reims,Ligue 1,19.0,0,1,0,0,70,74,1
Ismaël Koné,CAN,Rennes,Ligue 1,22.0,0,1,0,0,13,75,1
Manu Koné,FRA,Roma,Serie A,23.0,0,1,0,0,36,76,3
Ezri Konsa,ENG,Aston Villa,Premier League,27.0,0,0,1,0,31,3,2
Teun Koopmeiners,NED,Juventus,Serie A,27.0,1,1,0,0,76,41,3
Odilon Kossounou,CIV,Atalanta,Serie A,24.0,0,0,1,0,16,4,3
Christian Kouamé,CIV,Empoli,Serie A,27.0,1,1,0,0,16,25,3
Henri Koudossou,GER,Augsburg,de Bundesliga,25.0,0,0,1,0,40,7,4
Konstantinos Koulierakis,GRE,Wolfsburg,de Bundesliga,21.0,0,0,1,0,44,94,4
Emmanuel Koum Mbondo,FRA,Marseille,Ligue 1,19.0,0,0,1,0,36,57,1
Jules Koundé,FRA,Barcelona,La Liga,26.0,0,0,1,0,36,9,0
Boubakar Kouyaté,MLI,Montpellier,Ligue 1,27.0,0,0,1,0,70,60,1
Mateo Kovačić,CRO,Manchester City,Premier League,30.0,0,1,0,0,23,55,2
Viktor Kovalenko,UKR,Empoli,Serie A,29.0,0,1,1,0,102,25,3
Matej Kovar,CZE,Leverkusen,de Bundesliga,24.0,0,0,0,1,26,49,4
Mateusz Kowalski,POL,Parma,Serie A,19.0,0,1,0,0,85,69,3
Goduine Koyalipou,CTA,Lens,Ligue 1,25.0,1,0,0,0,24,48,1
Caleb Kporha,ENG,Crystal Palace,Premier League,18.0,0,0,1,0,31,22,2
Emil Krafth,SWE,Newcastle Utd,Premier League,30.0,0,0,1,0,98,64,2
Alex Král,CZE,Espanyol,La Liga,26.0,0,1,0,0,26,26,0
Andrej Kramarić,CRO,Hoffenheim,de Bundesliga,33.0,1,1,0,0,23,37,4
Frans Krätzig,GER,Stuttgart,de Bundesliga,22.0,0,0,1,0,40,82,4
Tom Krauß,GER,Bochum,de Bundesliga,23.0,0,1,0,0,40,12,4
Ladislav Krejčí,CZE,Girona,La Liga,25.0,0,0,1,0,26,33,0
Rasmus Kristensen,DEN,Eint Frankfurt,de Bundesliga,27.0,0,0,1,0,27,24,4
Thomas Kristensen,DEN,Udinese,Serie A,23.0,0,0,1,0,27,86,3
Nikola Krstović,MNE,Lecce,Serie A,24.0,1,0,0,0,72,45,3
Lukas Kübler,GER,Freiburg,de Bundesliga,32.0,0,0,1,0,40,29,4
Takefusa Kubo,JPN,Real Sociedad,La Liga,23.0,1,1,0,0,58,73,0
Mohammed Kudus,GHA,West Ham,Premier League,24.0,1,1,0,0,41,93,2
Dejan Kulusevski,SWE,Tottenham,Premier League,24.0,1,1,0,0,98,84,2
Sael Kumbedi,FRA,Lyon,Ligue 1,19.0,0,0,1,0,36,52,1
Marash Kumbulla,ALB,Espanyol,La Liga,25.0,0,0,1,0,0,26,0
Daler Kuzyaev,RUS,Le Havre,Ligue 1,32.0,0,1,0,0,89,44,1
Khvicha Kvaratskhelia,GEO,Paris S-G,Ligue 1,24.0,1,0,0,0,39,68,1
Moritz-Broni Kwarteng,GHA,Bochum,de Bundesliga,26.0,1,1,0,0,41,12,4
Giorgos Kyriakopoulos,GRE,Monza,Serie A,29.0,0,0,1,0,44,61,3
Luca de la Torre,USA,Celta Vigo,La Liga,26.0,0,1,0,0,104,19,0
Rémy Labeau Lascary,GLP,Lens,Ligue 1,22.0,1,1,0,0,42,48,1
Gaëtan Laborde,FRA,Nice,Ligue 1,30.0,1,0,0,0,36,65,1
Nediljko Labrović,CRO,Augsburg,de Bundesliga,25.0,0,0,0,1,23,7,4
Alexandre Lacazette,FRA,Lyon,Ligue 1,33.0,1,0,0,0,36,52,1
Younes Lachaab,FRA,Lille,Ligue 1,20.0,1,1,0,0,36,50,1
Maxence Lacroix,FRA,Crystal Palace,Premier League,24.0,0,0,1,0,36,22,2
Alban Lafont,FRA,Nantes,Ligue 1,26.0,0,0,0,1,36,62,1
